SeedCode,LA Name,Centre Type,School Name,Address 1,Address 2,Address 3,Post code,E-mail,Phone,Primary,Secondary,Special,Primary roll,Secondary roll,Special roll,Primary,Secondary ,Special,6-Fold Urban/rural measure(1),8-fold Urban/rural measure(1),Denomination,Proportion of pupils from minority ethnic groups(3),Proportion of pupils who live in 20% most deprived datazones in Scotland(4)
5250420,Aberdeenshire,Local Authority,Luthermuir School,Luthermuir,Laurencekirk,KINCARDINESHIRE,AB30 1QA,luthermuir.sch@aberdeenshire.gov.uk,01674 840304,Primary,.,.,56,.,.,5.6,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,5 - <10%,*
5100925,Highland,Local Authority,Lybster Primary School,Lybster,Wick,,KW3 6BJ,lybster.primary@highland.gov.uk,01593 721224,Primary,.,.,92,.,.,6.5,.,.,Remote rural areas,Very Remote Rural,Non-denominational,*,*
5442028,Fife,Local Authority,Lynburn Primary School,Nith Street,Dunfermline,,KY11 4LU,Lynburnps.enquiries@enquiries.gov.uk,01383 602422,Primary,.,.,386,.,.,22.4,.,.,Other urban areas,Other urban areas,Non-denominational,10 - <20%,35 - <40%
5980445,Dumfries & Galloway,Independent,Maben House,Gilmour Banks - Parkfoot,Lochmaben,DUMFRIES,DG11 1RW,christineknott@mabenhouse.co.uk,01387 811995,.,.,Special,N/A,N/A,N/A,N/A,N/A,N/A,Accessible rural areas,Accessible rural areas,Non-denominational,N/A,N/A
5127122,Highland,Local Authority,Macdiarmid Primary School,Carbost,Skeabost Bridge,PORTREE ISLE OF SKYE,IV51 9PD,macdiarmid.primary@highland.gov.uk,01470 532229,Primary,.,.,29,.,.,2,.,.,Remote rural areas,Very Remote Rural,Non-denominational,*,0%
5212723,Aberdeenshire,Local Authority,Macduff School,Berrymuir Road,Macduff,BANFFSHIRE,AB44 1PT,macduff.sch@aberdeenshire.gov.uk,01261 832665,Primary,.,.,320,.,.,20.51,.,.,Remote small towns,Remote small towns,Non-denominational,10 - <20%,0%
8523029,South Lanarkshire,Local Authority,Machanhill Primary School,Machanhill,,LARKHALL,ML9 2HG,office@machanhill-pri.s-lanark.sch.uk,01698 882101,Primary,.,.,296,.,.,16.6,.,.,Other urban areas,Other urban areas,Non-denominational,5 - <10%,25 - <30%
5251931,Aberdeenshire,Local Authority,Mackie Academy,Slug Road,Stonehaven,KINCARDINESHIRE,AB39 3DF,mackie.aca@aberdeenshire.gov.uk,01569 762071,.,Secondary,.,.,1181,.,.,85.9,.,Other urban areas,Other urban areas,Non-denominational,5 - <10%,0%
5554128,East Lothian,Local Authority,Macmerry Primary School,Main Road Macmerry,Tranent,EAST LOTHIAN,EH33 1QA,macmerry.ps@macmerry.elcschool.org.uk,01875 610234,Primary,.,.,123,.,.,8.02,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,0 - <5%,*
5345626,Perth & Kinross,Local Authority,Madderty Primary School,Madderty,Crieff,,PH7 3PA,Madderty@pkc.gov.uk,01764 661444,Primary,.,.,62,.,.,4.52,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,5 - <10%,0%
5744520,Falkirk,Local Authority,Maddiston Primary School,Glendevon Drive,Maddiston,FALKIRK,FK2 0GT,maddistonprimaryschool@falkirk.gov.uk,01324 506750,Primary,.,.,497,.,.,31.8,.,.,Other urban areas,Other urban areas,Non-denominational,10 - <20%,15 - <20%
5426537,Fife,Local Authority,Madras College,South Street,St Andrews,,KY16 9EJ,madrascollege.enquiries@fife.gov.uk,01334 659402,.,Secondary,.,.,1243,.,.,99.75,.,Other urban areas,Other urban areas,Non-denominational,10 - <20%,*
8233721,South Ayrshire,Local Authority,Maidens Primary School,35A Shanter Road,Maidens,GIRVAN,KA26 9NL,maidens.mail@south-ayrshire.gov.uk,01655 885806,Primary,.,.,62,.,.,5.3,.,.,Remote rural areas,Remote rural areas,Non-denominational,*,*
5301521,Angus,Local Authority,Maisondieu Primary School,St Andrew's Street,Brechin,,DD9 6JJ,Maisondieu@angusschools.org.uk,01356 627444,Primary,.,.,409,.,.,22.6,.,.,Accessible small towns,Accessible small towns,Non-denominational,5 - <10%,0 - <5%
5135834,Highland,Local Authority,Mallaig High School,Mallaig,,,PH41 4RG,mallaig.high@highland.gov.uk,01687 462107,.,Secondary,.,.,123,.,.,14.57,.,Remote rural areas,Very Remote Rural,Non-denominational,*,0%
5136423,Highland,Local Authority,Mallaig Primary School,Mallaig,,,PH41 4QX,mallaig.primary@highland.gov.uk,01687 462420,Primary,.,.,47,.,.,4.4,.,.,Remote rural areas,Very Remote Rural,Non-denominational,*,0%
5584221,Edinburgh City,Independent,Mannafields Christian School,170 Easter Road,Edinburgh,,EH7 5QE,ht@mannafields.org.uk,0131 659 5602,Primary,Secondary,.,N/A,N/A,N/A,N/A,N/A,N/A,Large urban areas,Large urban areas,Non-denominational,N/A,N/A
5241723,Aberdeen City,Local Authority,Manor Park School,Danestone Circle,Middlefield,ABERDEEN,AB16 7YB,manorpark@aberdeencity.gov.uk,01224 812060,Primary,.,.,247,.,.,16.4,.,.,Large urban areas,Large urban areas,Non-denominational,>20%,80 - <85%
1002848,Falkirk,Local Authority,Mariner Support Service,Bog Road Industrial Estate,Bog Road,FALKIRK,FK2 9PB,marinersupportservice@falkirk.gov.uk,01324 501090,.,.,Special,.,.,18,.,.,11.1,Other urban areas,Other urban areas,Non-denominational,0%,*
5405025,Fife,Local Authority,Markinch Primary School,Betson Street,Markinch,GLENROTHES,KY7 6AA,Markinchps.enquiries@fife.gov.uk,01592 583446,Primary,.,.,310,.,.,17.22,.,.,Other urban areas,Other urban areas,Non-denominational,0 - <5%,0 - <5%
8237832,South Ayrshire,Local Authority,Marr College,Dundonald Road,Troon,,KA10 7AB,marr.mail@south-ayrshire.gov.uk,01292 690022,.,Secondary,.,.,902,.,.,64.8,.,Other urban areas,Other urban areas,Non-denominational,0 - <5%,5 - <10%
8631042,Renfrewshire,Local Authority,Mary Russell School,Hawkhead Road,Paisley,,PA2 7BE,maryrussellenquiries@renfrewshire.gov.uk,0141 889 7628,.,.,Special,.,.,196,.,.,42.8,Large urban areas,Large urban areas,Non-denominational,5 - <10%,45 - <50%
5116325,Highland,Local Authority,Marybank Primary School,Urray,Muir Of Ord,,IV6 7UN,marybank.primary@highland.gov.uk,01997 433320,Primary,.,.,27,.,.,2.35,.,.,Remote rural areas,Remote rural areas,Non-denominational,0%,0%
5250722,Aberdeenshire,Local Authority,Marykirk School,Kirktonhill Road,Marykirk,LAURENCEKIRK,AB30 1UZ,marykirk.sch@aberdeenshire.gov.uk,01674 840200,Primary,.,.,44,.,.,3,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,*,0%
5400228,Fife,Local Authority,Masterton Primary School,Aberdour Road,Dunfermline,,KY11 8HY,mastertonps.enquiries@fife.gov.uk,01383 602455,Primary,.,.,358,.,.,17.2,.,.,Other urban areas,Other urban areas,Non-denominational,10 - <20%,0%
5320429,Angus,Local Authority,Mattocks Primary School,13 School Road,Wellbank,ANGUS,DD5 3PF,Mattocks@angusschools.org.uk,01382 350280,Primary,.,.,66,.,.,4.11,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,5 - <10%,0%
8241929,East Ayrshire,Local Authority,Mauchline Primary School,The Loan,Mauchline,,KA5 6AN,susan.cross@east-ayrshire.gov.uk,01290 550306,Primary,.,.,260,.,.,14.38,.,.,Accessible small towns,Accessible small towns,Non-denominational,0 - <5%,20 - <25%
5217822,Aberdeenshire,Local Authority,Maud Primary School,School Road,Maud,ABERDEENSHIRE,AB42 4LA,maud.sch@aberdeenshire.gov.uk,01771 613206,Primary,.,.,100,.,.,6.4,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,5 - <10%,0%
5545226,Midlothian,Local Authority,Mauricewood Primary School,11 Muirhead Place,Penicuik,,EH26 0LE,mauricewood.ps@midlothian.gov.uk,0131 271 4630,Primary,.,.,327,.,.,18.58,.,.,Other urban areas,Other urban areas,Non-denominational,5 - <10%,0%
8507848,North Lanarkshire,Local Authority,Mavisbank School,Mitchell Street,Airdrie,,ML6 0EB,ht@mavisbank.n-lanark.sch.uk,01236 632108,.,.,Special,.,.,28,.,.,8,Other urban areas,Other urban areas,Non-denominational,*,45 - <50%
8531528,South Lanarkshire,Local Authority,Maxwellton Primary School,Calderwood Road,,EAST KILBRIDE,G74 3DP,office@maxwellton-ps.s-lanark.sch.uk,01355 222521,Primary,.,.,183,.,.,10.2,.,.,Other urban areas,Other urban areas,Non-denominational,*,*
5544122,Midlothian,Local Authority,Mayfield Primary School,Stone Avenue,Mayfield,DALKEITH,EH22 5PB,mayfield.ps@midlothian.gov.uk,0131 663 0546,Primary,.,.,275,.,.,19.63,.,.,Other urban areas,Other urban areas,Non-denominational,0 - <5%,50 - <55%
8213623,North Ayrshire,Local Authority,Mayfield Primary School,Kenilworth Drive,,SALTCOATS,KA21 6LH,mayfield@ea.n-ayrshire.sch.uk,01294 465576,Primary,.,.,199,.,.,14.2,.,.,Other urban areas,Other urban areas,Non-denominational,*,60 - <65%
5722330,Stirling,Local Authority,McLaren High School,Mollands Road,Callander,,FK17 8JH,mclarenhs@stirling.gov.uk,01877 330156,.,Secondary,.,.,629,.,.,48.2,.,Accessible small towns,Accessible small towns,Non-denominational,0 - <5%,*
5442125,Fife,Local Authority,McLean Primary School,Baldridgeburn,Dunfermline,,KY12 9EE,Mcleanps.enquiries@fife.gov.uk,01383 602423,Primary,.,.,370,.,.,20.5,.,.,Other urban areas,Other urban areas,Non-denominational,10 - <20%,15 - <20%
8341826,East Dunbartonshire,Local Authority,Meadowburn Gaelic Unit,Meadowburn Primary School,Lendale lane,BISHOPBRIGGS,G64 3LL,office@meadowburn.e-dunbarton.sch.uk,0141 955 2293,Primary,.,.,75,.,.,6.2,.,.,Large urban areas,Large urban areas,Non-denominational,*,*
8340323,East Dunbartonshire,Local Authority,Meadowburn Primary School,Lendale Lane,Bishopbriggs,,G64 3LL,office@meadowburn.e-dunbarton.sch.uk,0141 955 2293,Primary,.,.,235,.,.,14.9,.,.,Large urban areas,Large urban areas,Non-denominational,10 - <20%,0 - <5%
5252032,Aberdeenshire,Local Authority,Mearns Academy,Aberdeen Road,Laurencekirk,KINCARDINESHIRE,AB30 1ZJ,mearns.aca@aberdeenshire.gov.uk,01561 378817,.,Secondary,.,.,680,.,.,54.71,.,Accessible small towns,Accessible small towns,Non-denominational,5 - <10%,0%
8602239,East Renfrewshire,Local Authority,Mearns Castle High School,Waterfoot Road,Newton Mearns,,G77 5RU,headteacher@mearnscastle.e-renfrew.sch.uk,0141 577 2300,.,Secondary,.,.,1300,.,.,101.5,.,Large urban areas,Large urban areas,Non-denominational,>20%,0 - <5%
8601321,East Renfrewshire,Local Authority,Mearns Primary School,Hunter Drive,Newton Mearns,EAST RENFREWSHIRE,G77 6DP,headteacher@mearns.e-renfrew.sch.uk,0141 570 7220,Primary,.,.,870,.,.,46.9,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,>20%,0 - <5%
5218721,Aberdeenshire,Local Authority,Meethill School,School Road,Peterhead,ABERDEENSHIRE,AB42 2BF,meethill.sch@aberdeenshire.gov.uk,01779 474920,Primary,.,.,188,.,.,14.8,.,.,Other urban areas,Other urban areas,Non-denominational,10 - <20%,*
5345723,Perth & Kinross,Local Authority,Meigle Primary School,Dundee Road,Meigle,PERTHSHIRE,PH12 8SD,meigle@pkc.gov.uk,01250 871415,Primary,.,.,49,.,.,3.7,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,*,*
5232724,Aberdeenshire,Local Authority,Meiklemill School,Provost Davidson Drive,Ellon,ABERDEENSHIRE,AB41 9BQ,meiklemill.sch@aberdeenshire.gov.uk,01358 721852,Primary,.,.,209,.,.,11.9,.,.,Other urban areas,Other urban areas,Non-denominational,5 - <10%,0%
5232333,Aberdeenshire,Local Authority,Meldrum Academy,Colpy Road,Oldmeldrum,ABERDEENSHIRE,AB51 0NT,meldrum.aca@aberdeenshire.gov.uk,01651 871300,.,Secondary,.,.,983,.,.,79.3,.,Accessible small towns,Accessible small towns,Non-denominational,5 - <10%,*
5511623,West Lothian,Local Authority,Meldrum Primary School,Westwood Park,Deans,LIVINGSTON,EH54 8NW,wlmeldrum-ps@westlothian.org.uk,01506 280990,Primary,.,.,189,.,.,9.43,.,.,Other urban areas,Other urban areas,Non-denominational,10 - <20%,15 - <20%
5227828,Aberdeenshire,Local Authority,Meldrum School,Meadowbank,Oldmeldrum Inverurie,ABERDEENSHIRE,AB51 0BF,meldrum.sch@aberdeenshire.gov.uk,01651 871100,Primary,.,.,368,.,.,22.4,.,.,Accessible small towns,Accessible small towns,Non-denominational,10 - <20%,0%
5620120,Scottish Borders,Local Authority,Melrose Primary School,Huntly Road,Melrose,ROXBURGHSHIRE,TD6 9SB,melroseps@scotborders.gov.uk,01896 822103,Primary,.,.,328,.,.,18.43,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,5 - <10%,*
5110122,Highland,Local Authority,Melvich Primary School,By Thurso,,,KW14 7YL,melvich.primary@highland.gov.uk,01641 531200,Primary,.,.,25,.,.,2.75,.,.,Remote rural areas,Very Remote Rural,Non-denominational,0%,0%
5701422,Clackmannanshire,Local Authority,Menstrie Primary School,Elmbank,Menstrie,,FK11 7AP,menstrie@edu.clacks.gov.uk,01259 760690,Primary,.,.,307,.,.,17.6,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,0 - <5%,*
5581036,Edinburgh City,Independent,Merchiston Castle School,294 Colinton Road,Edinburgh,,EH13 0PU,headmaster@merchiston.co.uk,0131 312 2200,Primary,Secondary,.,N/A,N/A,N/A,N/A,N/A,N/A,Large urban areas,Large urban areas,Non-denominational,N/A,N/A
5140420,Highland,Local Authority,Merkinch Primary School,Telford Road,Inverness,,IV3 8HY,merkinch.primary@highland.gov.uk,01463 232962,Primary,.,.,316,.,.,23.1,.,.,Other urban areas,Other urban areas,Non-denominational,>20%,90 - <95%
8338248,East Dunbartonshire,Local Authority,Merkland School,Langmuir Road,Kirkintilloch,,G66 2QF,office@merkland.e-dunbarton.sch.uk,0141 955 2336,.,.,Special,.,.,105,.,.,28.4,Other urban areas,Other urban areas,Non-denominational,5 - <10%,15 - <20%
8416524,Glasgow City,Local Authority,Merrylee Primary School,50 Friarton Road,,GLASGOW,G43 2PR,headteacher@merrylee-pri.glasgow.sch.uk,0141 637 6798,Primary,.,.,468,.,.,25.7,.,.,Large urban areas,Large urban areas,Non-denominational,>20%,0 - <5%
5405327,Fife,Local Authority,Methilhill Primary & Community School,Sea Road,Methilhill,LEVEN,KY8 2JW,methilhillps.enquiries@fife.gov.uk,01592 583447,Primary,.,.,424,.,.,30,.,.,Other urban areas,Other urban areas,Non-denominational,0 - <5%,75 - <80%
5227925,Aberdeenshire,Local Authority,Methlick School,Methlick,Ellon,ABERDEENSHIRE,AB41 7DS,methlick.sch@aberdeenshire.gov.uk,01651 806203,Primary,.,.,114,.,.,8,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,5 - <10%,0%
5345928,Perth & Kinross,Local Authority,Methven Primary School,Main Street,Methven,PERTH,PH1 3PX,methven@pkc.gov.uk,01738 477687,Primary,.,.,124,.,.,8.44,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,5 - <10%,*
5501520,West Lothian,Local Authority,Mid Calder Primary School,Mid Calder,Livingston,WEST LOTHIAN,EH53 0RR,wlmidcalder-ps@westlothian.org.uk,01506 882092,Primary,.,.,224,.,.,13.71,.,.,Other urban areas,Other urban areas,Non-denominational,5 - <10%,*
6103731,Shetland Islands,Local Authority,Mid Yell Junior High School,Mid Yell,Shetland,,ZE2 9BN,midyell@shetland.gov.uk,01595 745050,Primary,Secondary,.,42,42,.,4.08,9.15,.,Remote rural areas,Very Remote Rural,Non-denominational,*,0%
8452741,Glasgow City,Local Authority,Middlefield School,26 Partickhill Road,,GLASGOW,G11 5BP,headteacher@middlefield-res.glasgow.sch.uk,0141 334 0159,.,.,Special,.,.,20,.,.,11,Large urban areas,Large urban areas,Non-denominational,*,65 - <70%
5235928,Aberdeen City,Local Authority,Middleton Park School,Jesmond Drive,Bridge Of Don,ABERDEEN,AB22 8UR,middletonpark@aberdeencity.gov.uk,01224 820873,Primary,.,.,204,.,.,10.6,.,.,Large urban areas,Large urban areas,Non-denominational,>20%,*
5228026,Aberdeenshire,Local Authority,Midmar School,Sauchen,Inverurie,ABERDEENSHIRE,AB51 7PQ,midmar.sch@aberdeenshire.gov.uk,01330 700390,Primary,.,.,42,.,.,4.04,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,10 - <20%,0%
1003615,Aberdeenshire,Local Authority,Midmill School,Carnie Road,Kintore,INVERURIE,AB51 0QH,Midmill.Sch@aberdeenshire.gov.uk,01467 536888,Primary,.,.,79,.,.,5.7,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,10 - <20%,0%
5240026,Aberdeen City,Local Authority,Mile End School,Mid Stocket Road,,ABERDEEN,AB15 5LT,mileend@aberdeencity.gov.uk,01224 498140,Primary,.,.,489,.,.,36.9,.,.,Large urban areas,Large urban areas,Non-denominational,>20%,0 - <5%
5442222,Fife,Local Authority,Milesmark Primary School,Rumblingwell,Dunfermline,,KY12 9AT,Milesmarkps.enquiries@fife.gov.uk,01383 602424,Primary,.,.,103,.,.,7.1,.,.,Other urban areas,Other urban areas,Non-denominational,5 - <10%,*
5326524,Dundee City,Local Authority,Mill Of Mains Primary School,Barns Of Claverhouse Road,Dundee,,DD4 9RD,millmains.primary@dundeecity.gov.uk,01382 438568,Primary,.,.,298,.,.,16.2,.,.,Large urban areas,Large urban areas,Non-denominational,0 - <5%,40 - <45%
5257727,Aberdeenshire,Local Authority,Mill O'Forest School,Woodview Place,Stonehaven,KINCARDINESHIRE,AB39 2TD,milloforest.sch@aberdeenshire.gov.uk,01569 763561,Primary,.,.,290,.,.,19.98,.,.,Other urban areas,Other urban areas,Non-denominational,5 - <10%,0%
5153026,Highland,Local Authority,Millbank Primary School,Millbank Crescent,Nairn,,IV12 4QB,millbank.primary@highland.gov.uk,01667 452240,Primary,.,.,271,.,.,19.5,.,.,Accessible small towns,Accessible small towns,Non-denominational,0 - <5%,0 - <5%
5206421,Moray,Local Authority,Millbank Primary School,McWilliam Crescent,Buckie,MORAY,AB56 1LU,admin.millbankp@moray-edunet.gov.uk,01542 831113,Primary,.,.,229,.,.,15.9,.,.,Remote small towns,Remote small towns,Non-denominational,5 - <10%,0%
5142830,Highland,Local Authority,Millburn Academy,Diriebught Road,Inverness,,IV2 3QR,millburn.academy@highland.gov.uk,01463 729153,.,Secondary,.,.,1118,.,.,82.94,.,Other urban areas,Other urban areas,Non-denominational,10 - <20%,5 - <10%
5101328,Highland,Local Authority,Miller Academy Primary School,Princes Street,Thurso,,KW14 7DH,milleracademy.primary@highland.gov.uk,01847 892815,Primary,.,.,234,.,.,16.1,.,.,Remote small towns,Very Remote Small Towns,Non-denominational,5 - <10%,10 - <15%
8431221,Glasgow City,Local Authority,Miller Primary School,20 Ardencraig Road,,GLASGOW,G45 9US,headteacher@miller-pri.glasgow.sch.uk,0141 634 8276,Primary,.,.,180,.,.,17.4,.,.,Large urban areas,Large urban areas,Non-denominational,10 - <20%,95% or more
8350922,East Dunbartonshire,Local Authority,Millersneuk Primary School,Lindsaybeg Road,Lenzie,,G66 5HZ,office@millersneuk.e-dunbarton.sch.uk,0141 955 2307,Primary,.,.,333,.,.,18.2,.,.,Other urban areas,Other urban areas,Non-denominational,10 - <20%,*
5235324,Aberdeen City,Local Authority,Milltimber School,Monearn Gardens,Milltimber,ABERDEEN,AB13 0DX,milltimber@aberdeencity.gov.uk,01224 732517,Primary,.,.,246,.,.,15.09,.,.,Accessible small towns,Accessible small towns,Non-denominational,>20%,0%
5346029,Perth & Kinross,Local Authority,Milnathort Primary School,Bridgefauld Road,Milnathort,KINROSS,KY13 9XP,Milnathort@pkc.gov.uk,01577 867260,Primary,.,.,209,.,.,12.43,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,5 - <10%,0%
5202930,Moray,Local Authority,Milne's High School,West Street,Fochabers,MORAY,IV32 7DJ,admin.milneshigh@moray-edunet.gov.uk,01343 820611,.,Secondary,.,.,392,.,.,36.67,.,Accessible rural areas,Accessible rural areas,Non-denominational,5 - <10%,0%
5202825,Moray,Local Authority,Milne's Primary School,High Street,Fochabers,MORAY,IV32 7EP,admin.milnesp@moray-edunet.gov.uk,01343 820977,Primary,.,.,193,.,.,11.4,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,5 - <10%,0%
8325022,East Dunbartonshire,Local Authority,Milngavie Primary School,Hillhead Street,Milngavie,,G62 8AG,office@milngavie.e-dunbarton.sch.uk,0141 955 2251,Primary,.,.,320,.,.,18.1,.,.,Large urban areas,Large urban areas,Non-denominational,10 - <20%,0 - <5%
5405521,Fife,Local Authority,Milton of Balgonie Primary School,Main Street,Milton of Balgonie,GLENROTHES,KY7 6PX,miltonofbalgonieps.enquiries@fife.gov.uk,01592 583448,Primary,.,.,14,.,.,1.5,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,0%,*
5101620,Highland,Local Authority,Milton of Leys Primary School,Milton of Leys,Inverness,,IV2 6HF,miltonofleys.primary@highland.gov.uk,01463 773020,Primary,.,.,357,.,.,20.72,.,.,Other urban areas,Other urban areas,Non-denominational,5 - <10%,0%
5120624,Highland,Local Authority,Milton Primary School,Kildary,Invergordon,,IV18 0PX,milton.primary@highland.gov.uk,01862 842537,Primary,.,.,75,.,.,5.7,.,.,Remote rural areas,Remote rural areas,Non-denominational,>20%,*
8551022,South Lanarkshire,Local Authority,Milton Primary School,Strathaven Road,Lesmahagow,,ML11 0DN,office@milton-ps.s-lanark.sch.uk,01555 894282,Primary,.,.,166,.,.,10.2,.,.,Accessible small towns,Accessible small towns,Non-denominational,5 - <10%,*
8416729,Glasgow City,Local Authority,Miltonbank Primary School,11 Skerray Street,,GLASGOW,G22 7PT,headteacher@miltonbank-pri.glasgow.sch.uk,0141 772 8877,Primary,.,.,111,.,.,12.6,.,.,Large urban areas,Large urban areas,Non-denominational,10 - <20%,95% or more
8106525,Argyll & Bute,Local Authority,Minard Primary School,Minard,By Inveraray,ARGYLL,PA32 8YB,enquiries-minard@argyll-bute.gov.uk,01546 886636,Primary,.,.,3,.,.,1.6,.,.,Remote rural areas,Very Remote Rural,Non-denominational,0%,0%
8234124,South Ayrshire,Local Authority,Minishant Primary School,Merrick Crescent,Minishant,,KA19 8ET,minishant.mail@south-ayrshire.gov.uk,01292 612144,Primary,.,.,31,.,.,3,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,0%,15 - <20%
